TripType,VisitNumber,Weekday,Upc,ScanCount,DepartmentDescription,FinelineNumber
25,135882,Friday,79283100037.0,1,LADIESWEAR,3055.0
25,135882,Friday,8022534569.0,1,BRAS & SHAPEWEAR,1638.0
25,135885,Friday,88530602679.0,1,MENS WEAR,5123.0
25,135885,Friday,88530634803.0,1,MENS WEAR,5103.0
25,135885,Friday,3400000529.0,1,IMPULSE MERCHANDISE,135.0
7,135901,Friday,2840020060.0,1,DSD GROCERY,9251.0
7,135901,Friday,2068500025.0,1,DSD GROCERY,9275.0
7,135901,Friday,7218063052.0,2,FROZEN FOODS,9115.0
7,135901,Friday,7225006550.0,1,COMM BREAD,3728.0
25,135915,Friday,3930773850.0,1,MENS WEAR,1652.0
25,135915,Friday,30521027029.0,1,BEAUTY,4501.0
25,135915,Friday,88530626618.0,1,SLEEPWEAR/FOUNDATIONS,7034.0
38,135940,Friday,4011.0,1,PRODUCE,5501.0
38,135940,Friday,2100060464.0,1,DAIRY,7958.0
38,135940,Friday,68113107862.0,1,BAKERY,5017.0
38,135940,Friday,4470001163.0,1,PRE PACKED DELI,7552.0
25,135942,Friday,82179621318.0,1,MENS WEAR,975.0
25,135942,Friday,20154500000.0,1,SERVICE DELI,8001.0
25,135942,Friday,7890267556.0,1,SERVICE DELI,3011.0
7,135956,Friday,7539104764.0,1,SEAFOOD,9300.0
7,135956,Friday,2840020285.0,1,DSD GROCERY,3652.0
7,135956,Friday,3338311000.0,1,PRODUCE,109.0
25,135962,Friday,60764507329.0,1,MENS WEAR,608.0
25,135962,Friday,2931106733.0,1,MENS WEAR,607.0
25,135962,Friday,82815977.0,1,MENS WEAR,2203.0
38,135965,Friday,2900000822.0,1,DAIRY,1251.0
38,135965,Friday,7874235204.0,2,GROCERY DRY GOODS,3809.0
38,135965,Friday,3663205590.0,1,DAIRY,1443.0
38,135965,Friday,7639700228.0,1,GROCERY DRY GOODS,2995.0
38,135965,Friday,9518801128.0,1,DSD GROCERY,4644.0
38,135965,Friday,7874235186.0,1,DAIRY,1508.0
38,135965,Friday,68670010123.0,1,DSD GROCERY,3625.0
38,135965,Friday,4800171104.0,1,GROCERY DRY GOODS,3121.0
38,135965,Friday,7103025162.0,1,DAIRY,7958.0
38,135965,Friday,8000000674.0,5,GROCERY DRY GOODS,2901.0
38,135965,Friday,1590000209.0,1,PRE PACKED DELI,7502.0
38,135965,Friday,4240021016.0,1,GROCERY DRY GOODS,3630.0
38,135965,Friday,60538871457.0,1,DAIRY,9100.0
38,135965,Friday,4133102309.0,1,GROCERY DRY GOODS,2708.0
38,135965,Friday,68670000767.0,1,DSD GROCERY,3625.0
38,135965,Friday,4667500084.0,2,DAIRY,1356.0
38,135965,Friday,7282017092.0,1,DAIRY,7978.0
38,135965,Friday,78162400679.0,1,GROCERY DRY GOODS,2708.0
38,135974,Friday,2800051780.0,2,GROCERY DRY GOODS,2707.0
38,135974,Friday,5000015991.0,2,GROCERY DRY GOODS,3251.0
38,135974,Friday,2100061223.0,2,DAIRY,7974.0
38,135974,Friday,71514111356.0,1,DAIRY,9020.0
38,136019,Friday,1500014000.0,2,DSD GROCERY,9223.0
38,136019,Friday,60538871457.0,1,DAIRY,9100.0
38,136019,Friday,4300095368.0,1,DSD GROCERY,4623.0
38,136019,Friday,9451441251.0,1,HOUSEHOLD CHEMICALS/SUPP,750.0
38,136019,Friday,4300095373.0,1,DSD GROCERY,4623.0
38,136019,Friday,4767700251.0,1,FROZEN FOODS,1851.0
38,136019,Friday,3800039122.0,1,GROCERY DRY GOODS,3600.0
38,136019,Friday,7874235188.0,1,DAIRY,1508.0
38,136019,Friday,4300095369.0,1,DSD GROCERY,4623.0
38,136019,Friday,1480000229.0,1,DSD GROCERY,4654.0
38,136019,Friday,3800057608.0,1,GROCERY DRY GOODS,3600.0
38,136019,Friday,4900005010.0,1,DSD GROCERY,9570.0
38,136019,Friday,4400003223.0,1,DSD GROCERY,3605.0
38,136019,Friday,2740010307.0,1,DAIRY,1252.0
38,136019,Friday,7763304547.0,1,COMM BREAD,3701.0
38,136019,Friday,68113178113.0,2,DSD GROCERY,9214.0
38,136019,Friday,7047044518.0,1,DAIRY,1345.0
38,136019,Friday,3800059099.0,1,IMPULSE MERCHANDISE,5.0
38,136019,Friday,5215970115.0,1,DAIRY,7954.0
38,136019,Friday,2840023987.0,1,DSD GROCERY,4402.0
38,136019,Friday,7239298813.0,1,DSD GROCERY,4754.0
38,136019,Friday,2733102580.0,1,COMM BREAD,3731.0
38,136019,Friday,3500039372.0,1,HOUSEHOLD CHEMICALS/SUPP,2070.0
7,136021,Friday,9147593097.0,1,DAIRY,1405.0
7,136021,Friday,20270800000.0,1,SERVICE DELI,4042.0
7,136021,Friday,2840042061.0,1,IMPULSE MERCHANDISE,808.0
7,136051,Friday,22013100000.0,1,MEAT - FRESH & FROZEN,6026.0
7,136051,Friday,4011.0,-1,PRODUCE,5501.0
7,136051,Friday,4011.0,2,PRODUCE,5501.0
7,136051,Friday,2840043634.0,1,IMPULSE MERCHANDISE,808.0
7,136070,Friday,68113191690.0,1,SERVICE DELI,4032.0
7,136070,Friday,4082201749.0,1,SERVICE DELI,3011.0
7,136070,Friday,7874214765.0,6,BAKERY,3004.0
7,136070,Friday,68113191747.0,1,SERVICE DELI,4031.0
38,136091,Friday,7047029423.0,1,DAIRY,1344.0
38,136091,Friday,88491200391.0,1,GROCERY DRY GOODS,3555.0
38,136091,Friday,20577400000.0,1,SERVICE DELI,8015.0
38,136091,Friday,4470003159.0,1,PRE PACKED DELI,7554.0
38,136091,Friday,20154500000.0,1,SERVICE DELI,8001.0
38,136091,Friday,7225003712.0,1,COMM BREAD,3710.0
38,136091,Friday,7282033120.0,1,DAIRY,7962.0
38,136091,Friday,7001062535.0,1,MENS WEAR,8064.0
38,136119,Friday,4133112332.0,1,GROCERY DRY GOODS,4290.0
38,136119,Friday,4011.0,1,PRODUCE,5501.0
38,136119,Friday,67984410957.0,1,FROZEN FOODS,2112.0
38,136119,Friday,4470003053.0,1,PRE PACKED DELI,7554.0
38,136119,Friday,3890000102.0,2,GROCERY DRY GOODS,2757.0
38,136119,Friday,7047047804.0,1,DAIRY,1343.0
38,136119,Friday,4400001251.0,2,DSD GROCERY,3862.0
38,136119,Friday,7763304737.0,1,COMM BREAD,3701.0
38,136119,Friday,60538871461.0,1,DAIRY,9101.0
38,136134,Friday,4171623110.0,5,DAIRY,7953.0
38,136134,Friday,2840008991.0,1,IMPULSE MERCHANDISE,804.0
38,136134,Friday,60538871457.0,1,DAIRY,9100.0
38,136139,Friday,88491201427.0,2,GROCERY DRY GOODS,3555.0
38,136139,Friday,2800000824.0,1,DSD GROCERY,4635.0
38,136139,Friday,60538871457.0,1,DAIRY,9100.0
38,136207,Friday,7146401665.0,1,PRODUCE,7916.0
38,136207,Friday,68113178113.0,1,DSD GROCERY,9214.0
38,136207,Friday,2840004179.0,1,IMPULSE MERCHANDISE,807.0
38,136207,Friday,81390500297.0,1,SERVICE DELI,7100.0
38,136207,Friday,2840004177.0,1,IMPULSE MERCHANDISE,807.0
38,136207,Friday,2010000006.0,1,GROCERY DRY GOODS,2903.0
7,136208,Friday,7874212310.0,1,MEAT - FRESH & FROZEN,6087.0
25,136218,Friday,76125379740.0,1,LADIESWEAR,308.0
25,136218,Friday,88528903518.0,1,PETS AND SUPPLIES,3644.0
25,136218,Friday,76125377987.0,1,LADIESWEAR,308.0
25,136218,Friday,880632000000.0,1,LADIESWEAR,313.0
25,136218,Friday,880616000000.0,1,LADIESWEAR,414.0
25,136218,Friday,7910051023.0,1,PETS AND SUPPLIES,824.0
25,136218,Friday,88741172399.0,1,LADIESWEAR,275.0
25,136218,Friday,880632000000.0,1,LADIESWEAR,312.0
25,136218,Friday,1131173468.0,1,LADIESWEAR,364.0
38,136236,Friday,2500005429.0,2,DAIRY,1406.0
38,136236,Friday,2500005278.0,2,DAIRY,1407.0
38,136236,Friday,3980010803.0,1,IMPULSE MERCHANDISE,770.0
7,136239,Friday,2800029505.0,1,DSD GROCERY,4635.0
7,136239,Friday,4011.0,1,PRODUCE,5501.0
7,136239,Friday,25089800000.0,1,SERVICE DELI,8015.0
7,136239,Friday,25088200000.0,1,SERVICE DELI,8001.0
7,136253,Friday,2840042061.0,1,IMPULSE MERCHANDISE,808.0
25,136254,Friday,7314974709.0,1,HOME MANAGEMENT,8942.0
25,136254,Friday,896110000000.0,1,MENS WEAR,2712.0
25,136254,Friday,7124920730.0,1,PERSONAL CARE,5205.0
25,136254,Friday,2100064359.0,1,GROCERY DRY GOODS,2453.0
25,136254,Friday,2620011590.0,1,DSD GROCERY,3306.0
25,136254,Friday,2370001493.0,1,FROZEN FOODS,6300.0
25,136254,Friday,7124920729.0,1,PERSONAL CARE,5205.0
25,136254,Friday,7218063481.0,1,FROZEN FOODS,9116.0
25,136254,Friday,2800037285.0,1,"CANDY, TOBACCO, COOKIES",89.0
25,136254,Friday,66699510456.0,1,LADIESWEAR,3738.0
25,136254,Friday,880632000000.0,1,LADIESWEAR,411.0
25,136254,Friday,68210220322.0,1,MENS WEAR,3011.0
25,136254,Friday,880632000000.0,1,LADIESWEAR,411.0
25,136254,Friday,4683807076.0,2,ELECTRONICS,4805.0
25,136254,Friday,7874206660.0,1,BAKERY,6706.0
25,136254,Friday,4032678470.0,1,PLUS AND MATERNITY,2494.0
25,136254,Friday,7124929241.0,1,PERSONAL CARE,5070.0
25,136254,Friday,67278778987.0,1,MENS WEAR,1605.0
38,136291,Friday,88491200246.0,1,GROCERY DRY GOODS,3600.0
38,136291,Friday,2100065886.0,1,GROCERY DRY GOODS,3800.0
38,136291,Friday,2100061527.0,1,DAIRY,7958.0
38,136291,Friday,2100064014.0,1,GROCERY DRY GOODS,2452.0
38,136291,Friday,7432309103.0,1,COMM BREAD,3770.0
38,136291,Friday,7874207179.0,1,PRE PACKED DELI,7550.0
38,136291,Friday,3663202809.0,1,DAIRY,1443.0
38,136291,Friday,7192414993.0,1,AUTOMOTIVE,3000.0
38,136291,Friday,2740010320.0,1,DAIRY,1251.0
38,136291,Friday,3836150263.0,1,BAKERY,9002.0
38,136291,Friday,7432309090.0,1,COMM BREAD,3701.0
38,136291,Friday,7874235187.0,2,DAIRY,1508.0
38,136291,Friday,3760031406.0,1,PRE PACKED DELI,7208.0
38,136291,Friday,64420941150.0,1,GROCERY DRY GOODS,4062.0
38,136291,Friday,60538871461.0,1,DAIRY,9101.0
7,136310,Friday,78735917507.0,1,PRODUCE,7101.0
38,136312,Friday,2100061247.0,1,DAIRY,7974.0
38,136312,Friday,7547611200.0,3,DAIRY,1311.0
38,136312,Friday,7547611200.0,1,DAIRY,1311.0
38,136312,Friday,7874298393.0,1,BAKERY,5024.0
38,136312,Friday,2100061527.0,2,DAIRY,7958.0
38,136321,Friday,3100010938.0,3,FROZEN FOODS,9704.0
38,136321,Friday,2840033579.0,1,DSD GROCERY,8251.0
38,136321,Friday,60538871457.0,1,DAIRY,9100.0
38,136321,Friday,2100005242.0,2,GROCERY DRY GOODS,2351.0
38,136321,Friday,4133102146.0,1,GROCERY DRY GOODS,3002.0
38,136321,Friday,7080004125.0,1,PRE PACKED DELI,7202.0
38,136321,Friday,3010010037.0,1,DSD GROCERY,4302.0
38,136321,Friday,7874204510.0,1,FROZEN FOODS,9115.0
38,136321,Friday,2100005238.0,2,GROCERY DRY GOODS,2351.0
38,136321,Friday,7096900006.0,1,PRODUCE,4067.0
38,136321,Friday,2840037218.0,1,DSD GROCERY,9275.0
38,136321,Friday,4133103781.0,1,GROCERY DRY GOODS,4292.0
38,136321,Friday,2840019998.0,1,DSD GROCERY,9251.0
38,136321,Friday,1380010072.0,1,FROZEN FOODS,1901.0
38,136321,Friday,1800065540.0,1,FROZEN FOODS,2113.0
38,136321,Friday,3100010900.0,2,FROZEN FOODS,9704.0
38,136321,Friday,4022.0,1,PRODUCE,2005.0
38,136321,Friday,6414428243.0,2,GROCERY DRY GOODS,2812.0
38,136321,Friday,3338320027.0,1,PRODUCE,3601.0
38,136321,Friday,7874208260.0,1,FROZEN FOODS,4073.0
38,136321,Friday,4900005010.0,1,DSD GROCERY,9570.0
38,136321,Friday,8390000536.0,1,DAIRY,1405.0
38,136321,Friday,1380010032.0,1,FROZEN FOODS,1901.0
38,136321,Friday,7874242972.0,1,GROCERY DRY GOODS,3943.0
38,136321,Friday,3000031207.0,1,GROCERY DRY GOODS,3600.0
38,136321,Friday,4133103782.0,1,GROCERY DRY GOODS,4292.0
38,136321,Friday,7255411174.0,1,FROZEN FOODS,1851.0
38,136321,Friday,1380010362.0,1,FROZEN FOODS,1901.0
38,136321,Friday,7874235187.0,1,DAIRY,1508.0
38,136321,Friday,2430004120.0,1,COMM BREAD,3707.0
38,136321,Friday,73114973851.0,1,SEAFOOD,1077.0
38,136321,Friday,5100012711.0,1,DSD GROCERY,4649.0
38,136321,Friday,7874235328.0,1,GROCERY DRY GOODS,4602.0
38,136321,Friday,7874243458.0,1,FROZEN FOODS,1801.0
38,136321,Friday,1600027296.0,1,GROCERY DRY GOODS,3600.0
38,136321,Friday,5100013062.0,1,DSD GROCERY,4649.0
38,136321,Friday,5100005043.0,2,GROCERY DRY GOODS,2401.0
38,136321,Friday,7790050308.0,1,FROZEN FOODS,1201.0
38,136321,Friday,3800057608.0,1,GROCERY DRY GOODS,3600.0
38,136321,Friday,5100010546.0,1,GROCERY DRY GOODS,2401.0
38,136321,Friday,7239276100.0,1,DSD GROCERY,4754.0
38,136324,Friday,4180013300.0,1,FROZEN FOODS,1654.0
38,136324,Friday,4900000764.0,1,DSD GROCERY,9546.0
38,136324,Friday,2430004459.0,1,COMM BREAD,3723.0
38,136324,Friday,4180013600.0,1,FROZEN FOODS,1654.0
25,136345,Friday,68210220202.0,1,MENS WEAR,8513.0
25,136345,Friday,3426441601.0,1,COOK AND DINE,579.0
25,136345,Friday,68210220279.0,1,MENS WEAR,8513.0
25,136345,Friday,68210220286.0,1,MENS WEAR,8513.0
38,136348,Friday,3800071713.0,1,GROCERY DRY GOODS,3600.0
38,136348,Friday,4132100610.0,5,GROCERY DRY GOODS,2453.0
38,136348,Friday,3800057608.0,4,GROCERY DRY GOODS,3600.0
38,136348,Friday,1600040945.0,3,GROCERY DRY GOODS,3600.0
38,136348,Friday,2700038224.0,1,GROCERY DRY GOODS,2301.0
38,136348,Friday,7874235325.0,1,DAIRY,7958.0
38,136348,Friday,4138309036.0,1,DAIRY,1505.0
38,136348,Friday,7110000550.0,1,GROCERY DRY GOODS,2453.0
38,136348,Friday,4138309010.0,1,DAIRY,1505.0
38,136348,Friday,88491201427.0,1,GROCERY DRY GOODS,3555.0
38,136348,Friday,4138309043.0,5,DAIRY,1505.0
38,136348,Friday,88491201426.0,2,GROCERY DRY GOODS,3555.0
38,136348,Friday,3800039122.0,3,GROCERY DRY GOODS,3600.0
38,136348,Friday,1600027567.0,2,GROCERY DRY GOODS,3600.0
38,136348,Friday,1600040945.0,3,GROCERY DRY GOODS,3600.0
38,136348,Friday,2740010320.0,1,DAIRY,1251.0
38,136348,Friday,1600027528.0,4,GROCERY DRY GOODS,3559.0
38,136348,Friday,3800071713.0,1,GROCERY DRY GOODS,3600.0
38,136362,Friday,7874203524.0,1,DSD GROCERY,9220.0
38,136362,Friday,7874222953.0,1,DSD GROCERY,4636.0
38,136362,Friday,1600047608.0,1,GROCERY DRY GOODS,3559.0
38,136362,Friday,7874235186.0,1,DAIRY,1508.0
38,136410,Friday,2120057235.0,1,HOUSEHOLD CHEMICALS/SUPP,9530.0
38,136410,Friday,6233891115.0,1,HOUSEHOLD CHEMICALS/SUPP,8945.0
38,136410,Friday,2529300119.0,1,DAIRY,1511.0
38,136410,Friday,71514171682.0,1,DAIRY,9022.0
38,136410,Friday,2900001726.0,1,DSD GROCERY,3568.0
38,136410,Friday,5460010568.0,1,HOUSEHOLD CHEMICALS/SUPP,52.0
38,136410,Friday,3000001040.0,1,GROCERY DRY GOODS,3556.0
38,136410,Friday,3700089813.0,1,HOUSEHOLD CHEMICALS/SUPP,130.0
38,136410,Friday,89470001001.0,3,DAIRY,1450.0
38,136410,Friday,5844989033.0,1,GROCERY DRY GOODS,3601.0
25,136415,Friday,84273310412.0,-1,LADIESWEAR,1708.0
25,136415,Friday,84273310412.0,1,LADIESWEAR,1708.0
25,136415,Friday,88692987760.0,1,LADIESWEAR,1720.0
25,136415,Friday,84273310420.0,2,LADIESWEAR,1708.0
25,136422,Friday,76615984283.0,1,MENS WEAR,5152.0
25,136422,Friday,4393568603.0,1,MENS WEAR,5561.0
25,136422,Friday,88602801655.0,1,MENS WEAR,8137.0
25,136422,Friday,84868303560.0,1,MENS WEAR,4473.0
25,136422,Friday,25088200000.0,1,SERVICE DELI,8001.0
25,136422,Friday,7442602000.0,1,COMM BREAD,3729.0
25,136422,Friday,7373108304.0,1,DSD GROCERY,7950.0
25,136465,Friday,88851067077.0,1,INFANT APPAREL,6202.0
25,136465,Friday,3700030662.0,1,PHARMACY OTC,254.0
25,136465,Friday,60892603536.0,1,SLEEPWEAR/FOUNDATIONS,7628.0
25,136465,Friday,60892601445.0,1,SLEEPWEAR/FOUNDATIONS,7628.0
25,136465,Friday,890110000000.0,2,INFANT APPAREL,6643.0
25,136465,Friday,471985000000.0,1,"GIRLS WEAR, 4-6X  AND 7-14",36.0
25,136465,Friday,88309626722.0,1,MENS WEAR,5670.0
25,136465,Friday,880632000000.0,1,"GIRLS WEAR, 4-6X  AND 7-14",254.0
25,136465,Friday,1467140671.0,1,BRAS & SHAPEWEAR,1107.0
7,136480,Friday,7618316364.0,1,DSD GROCERY,3054.0
7,136480,Friday,7457002400.0,1,FROZEN FOODS,9151.0
7,136480,Friday,7008503538.0,1,FROZEN FOODS,1953.0
25,136481,Friday,880632000000.0,1,LADIESWEAR,411.0
25,136481,Friday,880632000000.0,1,LADIESWEAR,411.0
25,136481,Friday,88530625320.0,1,MENS WEAR,1102.0
25,136481,Friday,88530603442.0,1,SLEEPWEAR/FOUNDATIONS,7207.0
25,136481,Friday,7214001150.0,1,BEAUTY,4010.0
25,136481,Friday,88530617237.0,1,MENS WEAR,1102.0
7,136483,Friday,2575100988.0,1,MEAT - FRESH & FROZEN,6200.0
7,136483,Friday,2575100988.0,1,MEAT - FRESH & FROZEN,6200.0
7,136483,Friday,7874208677.0,1,GROCERY DRY GOODS,2805.0
7,136483,Friday,7874211068.0,3,GROCERY DRY GOODS,2805.0
7,136483,Friday,7874201601.0,1,DSD GROCERY,4676.0
7,136483,Friday,5210037160.0,1,GROCERY DRY GOODS,3002.0
25,136488,Friday,7003031026.0,2,PHARMACY OTC,1120.0
25,136488,Friday,88530635194.0,1,MENS WEAR,1102.0
25,136488,Friday,88530617237.0,1,MENS WEAR,1102.0
25,136488,Friday,880632000000.0,1,LADIESWEAR,411.0
25,136488,Friday,7144434513.0,2,CELEBRATION,89.0
25,136488,Friday,7339001079.0,1,IMPULSE MERCHANDISE,110.0
25,136488,Friday,68113170017.0,1,PHARMACY OTC,1101.0
25,136488,Friday,7050129797.0,1,IMPULSE MERCHANDISE,323.0
25,136489,Friday,7874235187.0,1,DAIRY,1508.0
25,136489,Friday,81295402082.0,1,BOYS WEAR,5300.0
25,136489,Friday,72097249174.0,1,BOYS WEAR,1205.0
25,136489,Friday,78241900600.0,1,LADIESWEAR,2046.0
25,136489,Friday,1370025012.0,2,HOUSEHOLD PAPER GOODS,5210.0
25,136506,Friday,2340035000.0,1,HOUSEHOLD CHEMICALS/SUPP,1555.0
25,136506,Friday,88530627734.0,1,MENS WEAR,5207.0
25,136506,Friday,7001061310.0,1,MENS WEAR,8064.0
25,136506,Friday,3700089131.0,1,HOUSEHOLD CHEMICALS/SUPP,511.0
25,136506,Friday,2340001620.0,1,HOUSEHOLD CHEMICALS/SUPP,1555.0
25,136506,Friday,88153950282.0,1,MENS WEAR,1903.0
25,136506,Friday,88309614682.0,1,MENS WEAR,5665.0
25,136506,Friday,7100754215.0,1,SERVICE DELI,4005.0
25,136506,Friday,7100754116.0,1,SERVICE DELI,4005.0
25,136506,Friday,4011.0,1,PRODUCE,5501.0
25,136506,Friday,7874210854.0,5,GROCERY DRY GOODS,2754.0
25,136513,Friday,7535303317.0,1,OFFICE SUPPLIES,3514.0
25,136513,Friday,7535307841.0,2,OFFICE SUPPLIES,3515.0
25,136513,Friday,75481908765.0,1,MENS WEAR,1705.0
25,136513,Friday,75481911986.0,1,MENS WEAR,1705.0
7,136529,Friday,7225003712.0,2,COMM BREAD,3710.0
7,136529,Friday,25088200000.0,2,SERVICE DELI,8001.0
7,136529,Friday,3663200282.0,1,DAIRY,7954.0
38,136530,Friday,7514000515.0,1,DSD GROCERY,9206.0
38,136530,Friday,9503.0,1,DSD GROCERY,9225.0
38,136530,Friday,9518801128.0,1,DSD GROCERY,4644.0
38,136530,Friday,7514000515.0,-4,DSD GROCERY,9206.0
7,136534,Friday,68113189476.0,1,SERVICE DELI,4075.0
7,136534,Friday,4900005027.0,1,DSD GROCERY,3004.0
38,136539,Friday,7874208953.0,1,DSD GROCERY,9214.0
38,136539,Friday,7261370800.0,1,HOUSEHOLD CHEMICALS/SUPP,765.0
38,136539,Friday,2265530044.0,2,PRE PACKED DELI,7199.0
38,136539,Friday,4000029480.0,1,"CANDY, TOBACCO, COOKIES",521.0
38,136539,Friday,2265572352.0,1,MEAT - FRESH & FROZEN,6170.0
38,136539,Friday,4011.0,1,PRODUCE,5501.0
38,136539,Friday,7874235189.0,1,DAIRY,1508.0
38,136539,Friday,7417015271.0,1,BEAUTY,7645.0
38,136539,Friday,7417015249.0,1,BEAUTY,2055.0
38,136539,Friday,7874204022.0,1,HOUSEHOLD PAPER GOODS,3011.0
38,136539,Friday,7874201184.0,1,HOUSEHOLD CHEMICALS/SUPP,1025.0
38,136539,Friday,3760016095.0,1,PRE PACKED DELI,7205.0
38,136539,Friday,7417037090.0,1,BEAUTY,2267.0
38,136539,Friday,7780259114.0,1,BEAUTY,1265.0
38,136539,Friday,7780259650.0,1,BEAUTY,1265.0
38,136545,Friday,7432309153.0,1,DSD GROCERY,2704.0
38,136545,Friday,3800040310.0,1,FROZEN FOODS,2112.0
38,136545,Friday,7874206589.0,1,GROCERY DRY GOODS,3309.0
38,136545,Friday,7225000862.0,1,COMM BREAD,3736.0
38,136545,Friday,7874201454.0,1,HOUSEHOLD PAPER GOODS,5510.0
38,136545,Friday,5000012734.0,1,DAIRY,1524.0
38,136545,Friday,4100041862.0,1,GROCERY DRY GOODS,3353.0
38,136545,Friday,2500004763.0,1,DAIRY,1407.0
38,136545,Friday,31254662869.0,1,PHARMACY OTC,1110.0
38,136545,Friday,4400002854.0,1,DSD GROCERY,2758.0
7,136546,Friday,1420053545.0,1,"CANDY, TOBACCO, COOKIES",707.0
7,136546,Friday,3469512564.0,1,SERVICE DELI,4053.0
7,136546,Friday,3469512260.0,3,SERVICE DELI,4053.0
7,136546,Friday,4136408732.0,1,"CANDY, TOBACCO, COOKIES",28.0
7,136546,Friday,4128989570.0,1,DAIRY,7902.0
7,136546,Friday,3469512404.0,1,SERVICE DELI,4053.0
7,136546,Friday,2100062505.0,2,DAIRY,7955.0
25,136593,Friday,88741180476.0,1,LADIESWEAR,9065.0
25,136593,Friday,8307800139.0,1,IMPULSE MERCHANDISE,338.0
25,136593,Friday,880552000000.0,1,LADIESWEAR,313.0
25,136593,Friday,72654751818.0,1,LADIESWEAR,507.0
25,136593,Friday,1467144925.0,1,BRAS & SHAPEWEAR,2812.0
25,136593,Friday,88741183184.0,1,LADIESWEAR,2668.0
38,136600,Friday,3800059661.0,1,GROCERY DRY GOODS,3555.0
38,136600,Friday,7294573366.0,1,COMM BREAD,3736.0
38,136600,Friday,4850030102.0,1,DAIRY,1404.0
38,136600,Friday,7874235187.0,1,DAIRY,1508.0
38,136613,Friday,3800091971.0,1,GROCERY DRY GOODS,3555.0
38,136613,Friday,3800057608.0,1,GROCERY DRY GOODS,3600.0
38,136613,Friday,7874235189.0,1,DAIRY,1508.0
38,136613,Friday,7100706140.0,1,FROZEN FOODS,4065.0
38,136613,Friday,71785410501.0,1,FROZEN FOODS,9704.0
38,136613,Friday,71785430551.0,1,FROZEN FOODS,9704.0
38,136613,Friday,7874235187.0,1,DAIRY,1508.0
38,136613,Friday,3100010905.0,1,FROZEN FOODS,9704.0
38,136613,Friday,75623378690.0,6,LAWN AND GARDEN,633.0
38,136613,Friday,71785447001.0,1,FROZEN FOODS,1901.0
25,136626,Friday,4271461902.0,1,BRAS & SHAPEWEAR,2502.0
25,136626,Friday,4271429762.0,1,BRAS & SHAPEWEAR,2502.0
25,136628,Friday,80469192996.0,1,"GIRLS WEAR, 4-6X  AND 7-14",5735.0
25,136628,Friday,980000635.0,1,IMPULSE MERCHANDISE,145.0
25,136628,Friday,1326263477.0,1,"GIRLS WEAR, 4-6X  AND 7-14",801.0
25,136628,Friday,7940034848.0,1,PERSONAL CARE,53.0
25,136628,Friday,88295696320.0,1,BOYS WEAR,5516.0
25,136628,Friday,1326260895.0,1,"GIRLS WEAR, 4-6X  AND 7-14",800.0
7,136639,Friday,68113107862.0,4,BAKERY,5017.0
7,136639,Friday,3338365020.0,1,PRODUCE,7501.0
7,136639,Friday,1590000043.0,1,PRE PACKED DELI,7557.0
7,136639,Friday,7639700212.0,1,GROCERY DRY GOODS,2995.0
7,136639,Friday,61659450606.0,1,DAIRY,7962.0
7,136639,Friday,4087.0,1,PRODUCE,7803.0
7,136639,Friday,7874207171.0,1,PRE PACKED DELI,7550.0
38,136643,Friday,7356100123.0,1,LAWN AND GARDEN,5068.0
38,136643,Friday,7874235186.0,1,DAIRY,1508.0
38,136643,Friday,3800057634.0,1,GROCERY DRY GOODS,3559.0
38,136643,Friday,60538800144.0,1,DAIRY,9105.0
38,136643,Friday,3700032024.0,1,PERSONAL CARE,202.0
38,136651,Friday,7666616595.0,1,TOYS,1704.0
38,136651,Friday,7874235186.0,1,DAIRY,1508.0
38,136651,Friday,3760016095.0,1,PRE PACKED DELI,7205.0
25,136661,Friday,88530635573.0,1,MENS WEAR,5101.0
25,136661,Friday,4032615714.0,1,MENS WEAR,1635.0
25,136661,Friday,88530634983.0,1,MENS WEAR,5208.0
7,136696,Friday,3700086365.0,1,INFANT CONSUMABLE HARDLINES,225.0
7,136696,Friday,4093.0,1,PRODUCE,4008.0
7,136696,Friday,4087.0,1,PRODUCE,7803.0
25,136711,Friday,88530627777.0,1,MENS WEAR,5701.0
25,136711,Friday,88309620093.0,1,MENS WEAR,8249.0
25,136711,Friday,7478000004.0,1,DSD GROCERY,9216.0
25,136711,Friday,4400003946.0,1,DSD GROCERY,2758.0
25,136713,Friday,66216323791.0,1,MENS WEAR,1227.0
25,136713,Friday,880616000000.0,1,LADIESWEAR,610.0
25,136713,Friday,64600725826.0,1,SLEEPWEAR/FOUNDATIONS,7003.0
25,136713,Friday,71627230727.0,1,SLEEPWEAR/FOUNDATIONS,7346.0
25,136713,Friday,880616000000.0,1,LADIESWEAR,610.0
25,136713,Friday,880616000000.0,1,LADIESWEAR,610.0
25,136716,Friday,3500044667.0,2,HOUSEHOLD CHEMICALS/SUPP,110.0
25,136716,Friday,7533862234.0,1,MENS WEAR,5818.0
25,136716,Friday,4393551647.0,1,MENS WEAR,5702.0
25,136716,Friday,3825775411.0,1,MENS WEAR,8218.0
25,136716,Friday,7874201841.0,1,HOUSEHOLD PAPER GOODS,265.0
25,136716,Friday,3700080049.0,1,HOUSEHOLD CHEMICALS/SUPP,2080.0
25,136716,Friday,2120057235.0,1,HOUSEHOLD CHEMICALS/SUPP,9530.0
25,136716,Friday,4460001686.0,1,HOUSEHOLD CHEMICALS/SUPP,3815.0
