VisitNumber,Weekday,Upc,ScanCount,DepartmentDescription,FinelineNumber
99486,Saturday,7874235141,1,DSD GROCERY,4102
99667,Saturday,7020011001,1,GROCERY DRY GOODS,2450
99783,Sunday,22005600000,1,MEAT - FRESH & FROZEN,5501
99794,Sunday,7874235187,1,DAIRY,1508
99834,Sunday,4400003223,1,DSD GROCERY,3605
99875,Sunday,2100004442,1,GROCERY DRY GOODS,4602
99891,Sunday,81390500297,1,SERVICE DELI,7100
100168,Sunday,3916611659,1,HARDWARE,5862
100184,Sunday,81829001434,1,DAIRY,1444
100184,Sunday,1500004831,1,INFANT CONSUMABLE HARDLINES,3163
100343,Sunday,2840001775,1,DSD GROCERY,3658
100662,Sunday,88530617609,2,MENS WEAR,1101
100749,Sunday,3940001912,1,GROCERY DRY GOODS,2828
100786,Sunday,7680851558,2,GROCERY DRY GOODS,3943
100786,Sunday,7224013381,2,PRODUCE,3108
100836,Sunday,88530626708,1,MENS WEAR,1104
100847,Sunday,82926813744,1,LADIESWEAR,2056
100847,Sunday,5310033787,1,PERSONAL CARE,202
100876,Sunday,8.80938E+11,1,"GIRLS WEAR, 4-6X  AND 7-14",5932
100917,Sunday,60156034165,1,MENS WEAR,151
100936,Sunday,7874212289,1,GROCERY DRY GOODS,3035
100955,Sunday,2100005171,1,DAIRY,7960
101058,Sunday,2733100603,1,DAIRY,7962
101077,Sunday,4073,1,PRODUCE,4171
101211,Sunday,7342000005,1,DAIRY,1353
101262,Sunday,7315015223,1,PRODUCE,7603
101477,Sunday,20966500000,1,SERVICE DELI,7010
101477,Sunday,22501100000,1,SERVICE DELI,8003
101520,Sunday,5107109785,1,MENS WEAR,8548
101582,Sunday,82401498689,1,BOYS WEAR,1533
101582,Sunday,76125377095,1,BOYS WEAR,4310
101582,Sunday,80504031537,1,SHOES,8431
101618,Sunday,68113132894,1,PRODUCE,7002
101628,Sunday,1727622698,1,PHARMACY OTC,3515
101728,Sunday,2800027525,1,DSD GROCERY,4635
101728,Sunday,88491200391,1,GROCERY DRY GOODS,3555
101819,Sunday,3151,1,PRODUCE,7801
101876,Sunday,68113106711,1,SERVICE DELI,4010
101876,Sunday,4062,1,PRODUCE,8104
101912,Sunday,60538800144,1,DAIRY,9105
101931,Sunday,7940044083,1,PERSONAL CARE,53
101966,Sunday,4065,1,PRODUCE,8101
102109,Sunday,8.80552E+11,1,LADIESWEAR,313
102167,Sunday,75166677005,1,PRODUCE,7804
102218,Sunday,1254661595,1,IMPULSE MERCHANDISE,135
102373,Sunday,2113150475,3,FROZEN FOODS,1901
102497,Sunday,88882338965,1,LADIESWEAR,3223
102497,Sunday,73240962406,1,LADIESWEAR,3223
102564,Sunday,20108700000,1,SERVICE DELI,8014
102572,Sunday,7047044448,1,DAIRY,1450
102678,Sunday,4032651238,1,MENS WEAR,7142
102687,Sunday,3760008398,1,GROCERY DRY GOODS,2951
102720,Sunday,22592300000,2,MEAT - FRESH & FROZEN,4150
102806,Sunday,30041060686,-1,PERSONAL CARE,402
103099,Sunday,7297900418,1,DSD GROCERY,3004
103257,Sunday,2920000205,1,GROCERY DRY GOODS,3901
103259,Sunday,7871548904,1,PLUS AND MATERNITY,50
103321,Sunday,60538814135,1,SHOES,8712
103321,Sunday,8.80616E+11,1,"GIRLS WEAR, 4-6X  AND 7-14",449
103510,Sunday,2500004948,1,DAIRY,1407
103530,Sunday,7192101636,1,FROZEN FOODS,9114
103530,Sunday,7958199524,2,DSD GROCERY,3458
103625,Sunday,88530627736,1,MENS WEAR,5117
103635,Sunday,3663202760,1,DAIRY,1443
103647,Sunday,88530627761,1,MENS WEAR,5701
103691,Sunday,980089500,1,GROCERY DRY GOODS,2500
103701,Sunday,3620000468,1,GROCERY DRY GOODS,2401
103789,Sunday,7874211427,1,GROCERY DRY GOODS,2801
103789,Sunday,7107201232,1,GROCERY DRY GOODS,2821
103822,Sunday,20154500000,1,SERVICE DELI,8001
103864,Sunday,4087,1,PRODUCE,7803
104129,Sunday,4.7137E+11,1,MENS WEAR,5436
104134,Sunday,82179621299,1,MENS WEAR,975
104157,Sunday,4900000044,1,DSD GROCERY,9546
104217,Sunday,18778700092,2,DAIRY,7978
104222,Sunday,1410007187,1,COMM BREAD,3704
104600,Sunday,78905064096,1,LADIESWEAR,422
104651,Sunday,1600048794,1,GROCERY DRY GOODS,3634
104651,Sunday,1530043023,1,GROCERY DRY GOODS,3804
104651,Sunday,7874211475,3,HOUSEHOLD PAPER GOODS,2020
104651,Sunday,5150024177,1,GROCERY DRY GOODS,2651
104658,Sunday,3320018086,1,PERSONAL CARE,205
104855,Sunday,88530631528,1,MENS WEAR,1104
104904,Sunday,7874236690,1,COMM BREAD,3714
104904,Sunday,3338320027,2,PRODUCE,3601
104904,Sunday,60538862097,1,FINANCIAL SERVICES,0
104928,Sunday,8.80616E+11,1,LADIESWEAR,2019
104990,Sunday,22010800000,1,MEAT - FRESH & FROZEN,6085
105012,Sunday,8.80616E+11,1,LADIESWEAR,323
105012,Sunday,8.80616E+11,1,LADIESWEAR,323
105014,Sunday,7874243422,2,GROCERY DRY GOODS,2402
105045,Sunday,2840043781,2,IMPULSE MERCHANDISE,808
105045,Sunday,2840042049,1,IMPULSE MERCHANDISE,808
105051,Sunday,68113107862,1,BAKERY,5017
105056,Sunday,7932265549,1,PRODUCE,7802
105097,Sunday,88177602042,1,JEWELRY AND SUNGLASSES,38
105428,Sunday,71514172928,1,DAIRY,9020
105431,Sunday,20692800000,1,SERVICE DELI,7010
105473,Sunday,20382100000,1,SERVICE DELI,7999
105494,Sunday,4900005614,1,DSD GROCERY,4611
105509,Sunday,1600042040,1,GROCERY DRY GOODS,4156
105523,Sunday,4000048433,1,IMPULSE MERCHANDISE,100
105537,Sunday,84034156383,1,CELEBRATION,787
105651,Sunday,2279691422,1,PERSONAL CARE,5047
105656,Sunday,7432308224,1,COMM BREAD,3724
105656,Sunday,7874243341,1,GROCERY DRY GOODS,4304
105714,Sunday,20966500000,1,SERVICE DELI,7010
105721,Sunday,88561556455,1,SLEEPWEAR/FOUNDATIONS,1306
105721,Sunday,8.80616E+11,1,LADIESWEAR,4353
105721,Sunday,7871538517,2,LADIESWEAR,2552
105813,Sunday,88711795865,1,BOYS WEAR,4761
106138,Sunday,4316872767,1,HARDWARE,4508
106205,Sunday,88882514740,1,PLUS AND MATERNITY,7541
106209,Sunday,7874211698,1,DAIRY,1404
106275,Sunday,5107121747,1,MENS WEAR,1025
106277,Sunday,3663203752,2,DAIRY,1436
106304,Sunday,2500005466,1,DAIRY,1407
106306,Sunday,7874207178,2,PRE PACKED DELI,7550
106354,Sunday,6827473529,3,DSD GROCERY,2351
106382,Sunday,88530634296,1,"GIRLS WEAR, 4-6X  AND 7-14",5139
106444,Sunday,7432300583,1,COMM BREAD,3724
106626,Sunday,72783384789,1,JEWELRY AND SUNGLASSES,6800
106663,Sunday,88599866646,1,"GIRLS WEAR, 4-6X  AND 7-14",7275
106774,Monday,4011,1,PRODUCE,5501
106774,Monday,60538862097,1,FINANCIAL SERVICES,0
106856,Monday,2840016190,2,IMPULSE MERCHANDISE,808
106992,Monday,3663202748,1,DAIRY,1443
107015,Monday,1200500573,1,HOUSEHOLD CHEMICALS/SUPP,585
107080,Monday,7047029422,2,DAIRY,1344
107202,Monday,7874235200,1,DAIRY,1515
107285,Monday,8.80632E+11,1,LADIESWEAR,313
107377,Monday,88496807128,1,LADIESWEAR,267
107377,Monday,1131114046,1,LADIESWEAR,937
107409,Monday,2700038205,1,GROCERY DRY GOODS,2301
107412,Monday,20108800000,1,SERVICE DELI,8014
107462,Monday,8.80632E+11,1,LADIESWEAR,286
107507,Monday,80859474125,1,LADIESWEAR,2064
107567,Monday,3338351003,1,PRODUCE,4132
107617,Monday,2920000214,1,GROCERY DRY GOODS,3901
107627,Monday,3800078719,1,GROCERY DRY GOODS,3555
107705,Monday,20589000000,1,SERVICE DELI,8027
107852,Monday,8.80614E+11,1,LADIESWEAR,324
107852,Monday,8.80614E+11,1,LADIESWEAR,324
107907,Monday,20112300000,1,SERVICE DELI,8014
108048,Monday,68113106754,1,SERVICE DELI,4010
108142,Monday,4339627514,1,MEDIA AND GAMING,9671
108165,Monday,2740010307,1,DAIRY,1252
108322,Monday,3100065012,1,FROZEN FOODS,6504
108415,Monday,9503,1,DSD GROCERY,9225
108415,Monday,7874298690,1,BAKERY,5024
108586,Monday,6.9225E+11,1,COOK AND DINE,529
108596,Monday,22498900000,1,SERVICE DELI,7010
108671,Monday,3151,1,PRODUCE,7801
108677,Monday,7874298393,1,BAKERY,5024
108677,Monday,88602803226,1,MENS WEAR,8134
108794,Monday,7457008202,1,FROZEN FOODS,9110
108844,Monday,2200000067,1,IMPULSE MERCHANDISE,135
108844,Monday,1326149180,-1,BOYS WEAR,7604
108882,Monday,8.80616E+11,1,LADIESWEAR,610
108882,Monday,7110000578,1,GROCERY DRY GOODS,2453
109027,Monday,3338320027,1,PRODUCE,3601
109038,Monday,68113169944,1,PHARMACY OTC,2022
109086,Monday,3700089226,1,PERSONAL CARE,203
109138,Monday,81547301188,1,DAIRY,7978
109138,Monday,18778700098,1,DAIRY,7978
109139,Monday,7874202466,1,SERVICE DELI,4076
109185,Monday,65876136961,1,MEAT - FRESH & FROZEN,5502
109211,Monday,2100003934,6,GROCERY DRY GOODS,3050
109419,Monday,4000049374,1,"CANDY, TOBACCO, COOKIES",79
109604,Monday,5000020708,1,GROCERY DRY GOODS,3306
109649,Monday,7140001631,1,LADIES SOCKS,3076
109649,Monday,2840028204,1,IMPULSE MERCHANDISE,808
109835,Monday,4.7137E+11,1,SHOES,8422
109850,Monday,7756725442,1,FROZEN FOODS,1853
109850,Monday,74236526425,2,DAIRY,1510
109850,Monday,4046,1,PRODUCE,5620
109908,Monday,2413183295,1,COOK AND DINE,3720
109908,Monday,1380017203,1,FROZEN FOODS,4138
109939,Monday,60538816048,1,SHOES,8205
110162,Monday,71660511674,1,SLEEPWEAR/FOUNDATIONS,3383
110171,Monday,3283,1,PRODUCE,1262
110269,Monday,4900000790,1,DSD GROCERY,4611
110369,Monday,68113107862,1,BAKERY,5017
110417,Monday,20692800000,1,SERVICE DELI,7010
110422,Monday,7874235188,1,DAIRY,1508
110451,Monday,2430004474,1,COMM BREAD,3707
110488,Monday,2100004501,2,DAIRY,7955
110488,Monday,2100004501,1,DAIRY,7955
110488,Monday,5210002735,1,GROCERY DRY GOODS,4252
110548,Monday,7224013381,1,PRODUCE,3108
110595,Monday,2840037297,1,DSD GROCERY,9275
110600,Monday,2700038249,1,GROCERY DRY GOODS,2301
110600,Monday,2970013141,1,GROCERY DRY GOODS,3031
110608,Monday,4.89705E+11,1,COOK AND DINE,3700
110633,Monday,4011,1,PRODUCE,5501
110633,Monday,4369507521,1,FROZEN FOODS,1952
110709,Monday,7224013381,2,PRODUCE,3108
110709,Monday,2500001970,3,DAIRY,1407
110720,Monday,8312010329,1,"LIQUOR,WINE,BEER",2300
110770,Monday,4011,1,PRODUCE,5501
110866,Monday,2620011200,1,IMPULSE MERCHANDISE,601
110866,Monday,3000005300,1,GROCERY DRY GOODS,4102
110866,Monday,3000004411,1,GROCERY DRY GOODS,3552
111015,Monday,4125950157,1,GROCERY DRY GOODS,2602
111098,Monday,980089500,1,GROCERY DRY GOODS,2500
111117,Monday,7684010128,1,FROZEN FOODS,9151
111130,Monday,68113107862,1,BAKERY,5017
111434,Monday,4178900105,1,GROCERY DRY GOODS,3120
111548,Monday,7146418095,1,PRODUCE,7655
111624,Monday,3800039122,-1,GROCERY DRY GOODS,3600
111644,Monday,72097249131,1,BOYS WEAR,1205
111694,Monday,3338366000,1,PRODUCE,7702
111826,Monday,4812113546,1,COMM BREAD,2956
111826,Monday,4011,1,PRODUCE,5501
111848,Monday,22763000000,1,MEAT - FRESH & FROZEN,1039
111919,Monday,76125380798,1,MENS WEAR,2499
112136,Monday,68113132893,1,PRODUCE,7001
112161,Monday,4178000028,1,DSD GROCERY,3651
112161,Monday,4000046408,1,"CANDY, TOBACCO, COOKIES",78
112161,Monday,7874243458,1,FROZEN FOODS,1801
112202,Monday,3450015129,1,DAIRY,1202
112214,Monday,22678500000,1,MEAT - FRESH & FROZEN,6040
112217,Monday,7169123099,2,HOME MANAGEMENT,8954
112217,Monday,1200080994,1,DSD GROCERY,9516
112220,Monday,4060003416,1,DAIRY,1251
112220,Monday,7874237417,1,DAIRY,7955
112231,Monday,72097250293,1,BOYS WEAR,1122
112263,Monday,4400003442,1,DSD GROCERY,3717
112436,Monday,22680900000,1,MEAT - FRESH & FROZEN,6254
112436,Monday,2100065893,2,GROCERY DRY GOODS,3800
112518,Monday,65876136930,1,MEAT - FRESH & FROZEN,6078
112569,Monday,3338311010,1,PRODUCE,108
112569,Monday,22716000000,1,MEAT - FRESH & FROZEN,6582
112591,Monday,3500044673,1,HOUSEHOLD CHEMICALS/SUPP,130
112591,Monday,7874212187,1,FROZEN FOODS,2112
112728,Monday,7874235186,1,DAIRY,1508
112866,Tuesday,71514172928,1,DAIRY,9020
113262,Tuesday,4011,1,PRODUCE,5501
113323,Tuesday,2260099892,1,PERSONAL CARE,1414
113333,Tuesday,20108700000,1,SERVICE DELI,8014
113373,Tuesday,9955508425,1,GROCERY DRY GOODS,3309
113480,Tuesday,2410059475,1,DSD GROCERY,3719
113666,Tuesday,8768400099,1,DSD GROCERY,4624
113902,Tuesday,3100011074,2,FROZEN FOODS,9704
114017,Tuesday,20580000000,1,SERVICE DELI,8016
114102,Tuesday,20609900000,1,SERVICE DELI,8013
114153,Tuesday,20271800000,1,SERVICE DELI,4042
114180,Tuesday,4400003211,1,IMPULSE MERCHANDISE,804
114200,Tuesday,7100703113,2,SERVICE DELI,4005
114268,Tuesday,4369555711,1,FROZEN FOODS,1952
114287,Tuesday,20112300000,2,SERVICE DELI,8014
114292,Tuesday,3000000919,2,DAIRY,1442
114354,Tuesday,4400003113,1,DSD GROCERY,3717
114458,Tuesday,7560900093,1,BEAUTY,4501
114471,Tuesday,22012800000,1,MEAT - FRESH & FROZEN,6042
114471,Tuesday,22149500000,1,MEAT - FRESH & FROZEN,6020
114471,Tuesday,2265571771,1,MEAT - FRESH & FROZEN,6172
114519,Tuesday,68113153193,1,SERVICE DELI,7100
114594,Tuesday,5210002740,1,GROCERY DRY GOODS,4252
114603,Tuesday,4060022199,1,DAIRY,1252
114686,Tuesday,78915814349,1,SWIMWEAR/OUTERWEAR,303
114722,Tuesday,7874206199,1,GROCERY DRY GOODS,2837
114933,Tuesday,3000031929,1,GROCERY DRY GOODS,3552
114933,Tuesday,1227766706,1,PHARMACY OTC,1638
115133,Tuesday,1590000211,1,PRE PACKED DELI,7502
115133,Tuesday,2840000210,1,DSD GROCERY,9266
115133,Tuesday,7874201798,1,DSD GROCERY,9262
115201,Tuesday,72783385994,2,JEWELRY AND SUNGLASSES,420
115287,Tuesday,5150024177,1,GROCERY DRY GOODS,2651
115452,Tuesday,4900000977,1,DSD GROCERY,9211
115469,Tuesday,20168900000,1,MEAT - FRESH & FROZEN,6568
115579,Tuesday,3338365151,1,PRODUCE,7146
115632,Tuesday,3600043485,1,INFANT CONSUMABLE HARDLINES,208
115700,Tuesday,20154500000,1,SERVICE DELI,8001
115771,Tuesday,30521017900,1,PERSONAL CARE,3010
115788,Tuesday,1070052906,1,"CANDY, TOBACCO, COOKIES",707
115835,Tuesday,4900005017,1,DSD GROCERY,9570
115835,Tuesday,7874222897,2,DSD GROCERY,1108
115944,Tuesday,4133112466,4,GROCERY DRY GOODS,4290
116075,Tuesday,7874202291,1,DSD GROCERY,9249
116205,Tuesday,68113107862,1,BAKERY,5017
116336,Tuesday,60538862097,1,FINANCIAL SERVICES,0
116408,Tuesday,7874243026,1,FROZEN FOODS,1801
116440,Tuesday,4667500112,1,DAIRY,1356
116440,Tuesday,7047000323,3,DAIRY,1351
116458,Tuesday,79749687572,1,AUTOMOTIVE,2031
116483,Tuesday,4300095543,2,DSD GROCERY,4628
116483,Tuesday,4300095531,2,DSD GROCERY,4628
116483,Tuesday,7790047133,2,FROZEN FOODS,1204
116488,Tuesday,4460030548,1,HOUSEHOLD CHEMICALS/SUPP,8010
116499,Tuesday,82831087,1,MENS WEAR,1521
116544,Tuesday,3160404071,1,PHARMACY OTC,1006
116696,Tuesday,20154200000,1,SERVICE DELI,8001
116701,Tuesday,67609254868,5,MENS WEAR,1857
116722,Tuesday,7874211475,1,HOUSEHOLD PAPER GOODS,2020
116766,Tuesday,4650021845,1,HOUSEHOLD CHEMICALS/SUPP,3080
116766,Tuesday,6791453646,3,IMPULSE MERCHANDISE,347
116856,Tuesday,7453490164,1,FROZEN FOODS,1855
116900,Tuesday,2405427277,1,"GIRLS WEAR, 4-6X  AND 7-14",5736
116931,Tuesday,88743958848,1,BOYS WEAR,3030
116963,Tuesday,1114110037,1,GROCERY DRY GOODS,3308
116999,Tuesday,67604560314,1,BEAUTY,2220
117025,Tuesday,33820603021,3,PHARMACY OTC,2228
117201,Tuesday,7015788269,1,SERVICE DELI,3007
117273,Tuesday,4740013070,1,PERSONAL CARE,1406
117273,Tuesday,88561566566,1,SLEEPWEAR/FOUNDATIONS,1306
117391,Tuesday,7874208255,-1,GROCERY DRY GOODS,2901
117418,Tuesday,4.7137E+11,1,SHOES,3266
117423,Tuesday,2773600203,-1,TOYS,2503
117487,Tuesday,2200000514,1,IMPULSE MERCHANDISE,135
117626,Tuesday,2400016472,1,GROCERY DRY GOODS,2802
117737,Tuesday,8.80616E+11,1,LADIESWEAR,2048
117916,Tuesday,7084781116,4,DSD GROCERY,3467
117979,Tuesday,60538871457,1,DAIRY,9100
118024,Tuesday,2265572274,1,MEAT - FRESH & FROZEN,6158
118040,Tuesday,5200012251,1,DSD GROCERY,4607
118062,Tuesday,88530634435,1,BOYS WEAR,625
118217,Tuesday,2413130129,-1,COOK AND DINE,3710
118239,Tuesday,60538800144,1,DAIRY,9105
118432,Tuesday,3010010032,1,DSD GROCERY,4302
118457,Tuesday,88743945644,2,BOYS WEAR,4704
118544,Tuesday,84868303461,1,MENS WEAR,4473
118577,Tuesday,1300062605,1,GROCERY DRY GOODS,2301
118598,Tuesday,60538871460,2,DAIRY,9110
118653,Tuesday,7566910021,1,GROCERY DRY GOODS,3009
118676,Tuesday,2840008313,1,DSD GROCERY,7008
118844,Tuesday,4032674125,1,BOYS WEAR,665
118892,Wednesday,64600711491,1,BRAS & SHAPEWEAR,4575
118898,Wednesday,7457061007,1,FROZEN FOODS,9151
118909,Wednesday,1380055243,1,FROZEN FOODS,6506
118917,Wednesday,4135,1,PRODUCE,1214
118953,Wednesday,2100061247,2,DAIRY,7974
118969,Wednesday,7603175796,1,MENS WEAR,5208
119504,Wednesday,3400006152,3,GROCERY DRY GOODS,4002
119575,Wednesday,2820000481,1,"CANDY, TOBACCO, COOKIES",8012
119625,Wednesday,4175701106,1,SERVICE DELI,3001
119725,Wednesday,2400004456,1,GROCERY DRY GOODS,2405
119809,Wednesday,1600040597,2,GROCERY DRY GOODS,3506
119930,Wednesday,20154500000,1,SERVICE DELI,8001
119996,Wednesday,71029721071,2,SLEEPWEAR/FOUNDATIONS,216
120049,Wednesday,5818597406,1,BRAS & SHAPEWEAR,17
120050,Wednesday,7874235296,1,GROCERY DRY GOODS,4402
120071,Wednesday,82926813663,1,LADIESWEAR,9878
120086,Wednesday,7874208940,1,HOUSEHOLD PAPER GOODS,7010
120137,Wednesday,2430004130,1,COMM BREAD,3707
120137,Wednesday,2500004808,3,DAIRY,1407
120148,Wednesday,76273163909,1,"GIRLS WEAR, 4-6X  AND 7-14",2702
120148,Wednesday,78665844092,1,"GIRLS WEAR, 4-6X  AND 7-14",3250
120274,Wednesday,4011,1,PRODUCE,5501
120339,Wednesday,88491882228,1,LADIESWEAR,9026
120352,Wednesday,3151,1,PRODUCE,7801
120387,Wednesday,8265700312,1,DSD GROCERY,9214
120535,Wednesday,68896200201,1,PRODUCE,8609
120561,Wednesday,6662610971,1,SERVICE DELI,4021
120588,Wednesday,7874235187,2,DAIRY,1508
120653,Wednesday,2113150567,2,FROZEN FOODS,1901
120672,Wednesday,75166677005,1,PRODUCE,7804
120759,Wednesday,5200033905,1,DSD GROCERY,4606
120888,Wednesday,7874209728,3,COMM BREAD,3717
120942,Wednesday,1312000258,1,FROZEN FOODS,1801
120999,Wednesday,7871545502,1,LADIESWEAR,302
121056,Wednesday,7047000310,1,DAIRY,1351
121070,Wednesday,8.80632E+11,1,SLEEPWEAR/FOUNDATIONS,431
121189,Wednesday,82179621622,1,MENS WEAR,1444
121189,Wednesday,3930724642,1,BOYS WEAR,255
121281,Wednesday,38137002995,1,INFANT CONSUMABLE HARDLINES,2105
121584,Wednesday,4160800113,1,PHARMACY OTC,2730
121790,Wednesday,1500002604,1,INFANT CONSUMABLE HARDLINES,3153
121802,Wednesday,6.95334E+11,1,MENS WEAR,901
121877,Wednesday,7874209945,1,DAIRY,7955
121893,Wednesday,3800011344,1,DSD GROCERY,3353
122283,Wednesday,3400000808,1,IMPULSE MERCHANDISE,145
122283,Wednesday,82179621513,1,MENS WEAR,2544
122344,Wednesday,68113107095,1,BAKERY,4010
122367,Wednesday,77098131031,1,BAKERY,6705
122367,Wednesday,88741180596,1,LADIESWEAR,5221
122396,Wednesday,1200080997,1,DSD GROCERY,9516
122396,Wednesday,22616800000,1,MEAT - FRESH & FROZEN,6405
122714,Wednesday,7032844464,1,SEAFOOD,1004
122815,Wednesday,82926815016,1,LADIESWEAR,9021
122823,Wednesday,66677277101,1,OFFICE SUPPLIES,6240
122839,Wednesday,72654751229,1,LADIESWEAR,507
122882,Wednesday,3151,1,PRODUCE,7801
122903,Wednesday,7874206503,1,BAKERY,6703
122906,Wednesday,81526301001,1,PRODUCE,3004
123120,Wednesday,4203741112,1,PERSONAL CARE,607
123120,Wednesday,2700069086,1,GROCERY DRY GOODS,4408
123244,Wednesday,4400003946,1,DSD GROCERY,2758
123244,Wednesday,7618316372,3,DSD GROCERY,3054
123249,Wednesday,4900005114,-1,DSD GROCERY,9500
123419,Wednesday,3800032753,1,GROCERY DRY GOODS,3504
123471,Wednesday,74236526447,2,DAIRY,1510
123508,Wednesday,2430004102,1,COMM BREAD,3707
123595,Wednesday,7675335794,1,COOK AND DINE,3702
123684,Wednesday,68113102783,1,PRODUCE,7008
123715,Wednesday,2430083591,2,COMM BREAD,2286
123811,Wednesday,3663200975,1,DAIRY,1443
123853,Wednesday,22616700000,1,MEAT - FRESH & FROZEN,3742
123922,Wednesday,3930771147,1,MENS WEAR,1651
124023,Wednesday,4900005015,1,DSD GROCERY,9570
124091,Wednesday,84868303222,1,LADIESWEAR,299
124122,Wednesday,4400003214,1,IMPULSE MERCHANDISE,804
124176,Wednesday,7618316363,1,DSD GROCERY,3054
124256,Wednesday,68113174355,1,DAIRY,9107
124452,Wednesday,3338353010,1,PRODUCE,4110
124477,Wednesday,7874214813,2,COMM BREAD,3713
124545,Wednesday,4.89416E+11,1,"GIRLS WEAR, 4-6X  AND 7-14",403
124575,Wednesday,76172005867,1,GROCERY DRY GOODS,4403
124631,Wednesday,88530634801,1,MENS WEAR,5103
124631,Wednesday,4740065402,1,PERSONAL CARE,55
124733,Thursday,88721946180,1,BOYS WEAR,2950
124802,Thursday,68113145793,1,SERVICE DELI,7100
124856,Thursday,3400000221,1,IMPULSE MERCHANDISE,115
124922,Thursday,7874235187,3,DAIRY,1508
124949,Thursday,88309608529,1,MENS WEAR,5660
124960,Thursday,1326260965,1,"GIRLS WEAR, 4-6X  AND 7-14",800
124961,Thursday,4180034800,1,DSD GROCERY,4654
124961,Thursday,4900002890,1,DSD GROCERY,9515
125028,Thursday,9899,1,BAKERY,5025
125028,Thursday,930000355,1,GROCERY DRY GOODS,2570
125047,Thursday,3800032753,1,GROCERY DRY GOODS,3504
125146,Thursday,7650138385,1,SPORTING GOODS,5127
125201,Thursday,4900001801,1,DSD GROCERY,9546
125269,Thursday,2500001970,1,DAIRY,1407
125393,Thursday,22586800000,2,MEAT - FRESH & FROZEN,9383
125436,Thursday,22498900000,1,SERVICE DELI,7010
125472,Thursday,7800015240,1,DSD GROCERY,2455
125633,Thursday,68113107862,3,BAKERY,5017
125701,Thursday,4900000045,1,DSD GROCERY,9546
125774,Thursday,5040075116,1,COMM BREAD,3725
126103,Thursday,76125378576,1,MENS WEAR,1210
126118,Thursday,81111602262,1,BOYS WEAR,24
126118,Thursday,1326141884,1,BOYS WEAR,4648
126121,Thursday,20271800000,1,SERVICE DELI,4042
126217,Thursday,7874211695,1,FROZEN FOODS,1752
126273,Thursday,68113106756,1,SERVICE DELI,4010
126306,Thursday,7010004839,1,PRE PACKED DELI,7551
126407,Thursday,4040,1,PRODUCE,2600
126437,Thursday,4650015474,1,HOUSEHOLD CHEMICALS/SUPP,8920
126455,Thursday,3663201839,2,DAIRY,1450
126476,Thursday,1450001427,2,FROZEN FOODS,1750
126543,Thursday,7192145143,1,FROZEN FOODS,9115
126560,Thursday,3385990558,2,PERSONAL CARE,6118
126673,Thursday,7209232412,1,DSD GROCERY,4655
126728,Thursday,7114000750,1,GROCERY DRY GOODS,2914
127057,Thursday,7874203183,1,INFANT CONSUMABLE HARDLINES,3163
127057,Thursday,88491211181,2,GROCERY DRY GOODS,3600
127089,Thursday,7061400278,1,PETS AND SUPPLIES,8420
127188,Thursday,88530631728,2,MENS WEAR,1102
127266,Thursday,22635100000,1,MEAT - FRESH & FROZEN,6573
127354,Thursday,82513101563,1,TOYS,5330
127354,Thursday,82986404870,1,LADIESWEAR,2417
127489,Thursday,4470036115,1,PRE PACKED DELI,7653
127489,Thursday,4900000977,1,DSD GROCERY,9211
127624,Thursday,20580000000,1,SERVICE DELI,8016
127675,Thursday,20108700000,1,SERVICE DELI,8014
127686,Thursday,89533400107,1,SERVICE DELI,4051
127766,Thursday,88530621206,1,MENS WEAR,1104
127880,Thursday,5340021298,1,PRE PACKED DELI,7508
127880,Thursday,3082,1,PRODUCE,8400
127924,Thursday,4157005621,1,DAIRY,1511
127924,Thursday,22501100000,1,SERVICE DELI,8003
127935,Thursday,82043617350,1,"GIRLS WEAR, 4-6X  AND 7-14",3254
128316,Thursday,1450001157,1,FROZEN FOODS,1750
128605,Thursday,5200020871,1,DSD GROCERY,4607
128635,Thursday,5100002549,1,GROCERY DRY GOODS,2401
128683,Thursday,2840042063,1,IMPULSE MERCHANDISE,808
128683,Thursday,4900005114,1,DSD GROCERY,9500
128696,Thursday,8774506289,1,BAKERY,5018
128759,Thursday,3400000246,1,IMPULSE MERCHANDISE,100
128759,Thursday,3400000440,1,IMPULSE MERCHANDISE,100
128772,Thursday,84868303556,1,MENS WEAR,4473
128876,Thursday,7539100878,1,SEAFOOD,1026
128884,Thursday,9518806128,1,DSD GROCERY,4644
128979,Thursday,61126999100,1,DSD GROCERY,3467
128979,Thursday,72822901315,1,DSD GROCERY,3351
129240,Thursday,6439200005,13,OFFICE SUPPLIES,571
129240,Thursday,980089500,1,GROCERY DRY GOODS,2500
129240,Thursday,4900005015,1,DSD GROCERY,9570
129247,Thursday,78915814422,1,SWIMWEAR/OUTERWEAR,303
129339,Thursday,1800065500,1,FROZEN FOODS,2113
129350,Thursday,7279903542,2,IMPULSE MERCHANDISE,125
129398,Thursday,7373100830,1,COMM BREAD,3706
129485,Thursday,3663203268,1,DAIRY,1436
129596,Thursday,65876136801,1,MEAT - FRESH & FROZEN,6074
129693,Thursday,4740030730,1,PERSONAL CARE,55
129745,Thursday,7225006490,1,COMM BREAD,3762
129794,Thursday,4000029480,1,"CANDY, TOBACCO, COOKIES",521
129808,Thursday,72112907363,1,CELEBRATION,112
129808,Thursday,7871544887,1,"GIRLS WEAR, 4-6X  AND 7-14",164
